"","RAV99","RAV504","RAV1303","RAV468","RAV531","RAV683","RAV312","RAV27","RAV119","RAV2515","RAV503","RAV981","RAV1575","RAV220","RAV357"
"TCGA-2E-A9G8",-0.586826511793562,0.308216536080613,0.48601457597053,-0.0742114230476713,-0.471710737984956,-0.364860168059782,0.279497090768004,-0.326274257247358,0.098337963135187,-0.424000455185971,0.326055092777966,0.421187829270103,-0.819193648144134,-0.582787195279252,0.138731776860639
"TCGA-4E-A92E",1.63001034100026,-1.13783424855278,-1.52006918017062,1.25566624684445,1.59506580235262,1.99485673430962,1.35188905508083,1.23426686576952,-1.63765493507855,1.37597091730444,-1.91249230203247,-0.785168258621661,1.57799127277955,0.341432110200152,-0.489718809291245
"TCGA-5B-A90C",1.09533230906124,-1.29171981039961,-1.08262316544642,0.439479122705801,-0.163728694177349,0.528805821135187,1.22378455524646,0.92537825395301,-0.908036603653668,1.51569309122053,-0.24105635847489,-1.56495092557457,0.114907093222276,-1.18114682019481,-1.02151846564405
"TCGA-5S-A9Q8",-0.337448656409717,1.50313692831937,0.377101468601582,3.39553137943556,-1.99776154401467,2.09271816817108,0.96395914876889,-0.811669637968168,-1.64416966209424,-1.44067260163282,-3.05187773775058,1.72423811480531,-1.89228007246032,-1.18403562672051,3.38629651323634
"TCGA-A5-A1OH",0.518707813714985,-0.591372252729147,-0.600046033245746,-1.25931011196168,0.733814439275795,0.45037217715557,-0.781806134228176,1.4362645134372,0.379919732581955,0.296456449030112,-0.118935989405657,-0.292242264209405,0.618678837996972,1.68219245417426,-1.60587872766478
"TCGA-A5-A2K2",0.453832829739006,-0.36787381608292,-0.593919121348753,1.06604306621944,-1.1116377431449,0.756513191354739,0.741114997032046,0.0245842253902634,-0.398798764100066,0.37423051617894,-0.857195082731135,-0.293240520103028,-1.0360620808976,-1.51878965248658,0.375562250538258
"TCGA-A5-A2K3",-1.30739155736281,1.51300576009919,2.03437939397471,0.249119906234753,0.489724415052457,-0.951542048319174,-0.384329027559598,-1.99120978063353,0.78137469326116,-1.33226194698233,0.175043309109263,1.0956670055538,-0.222646764818269,0.992531443878506,2.07025336197019
"TCGA-A5-A2K4",1.3253616539029,-0.681937140324304,-1.10527238004782,1.28443303420352,0.558431635618081,1.62621650430715,0.925408569621565,0.756838636883389,-0.955073494415716,0.935200227724758,-1.74991619884911,-0.588223195868251,0.764080471024092,0.305146801010377,-0.0265874787108348
"TCGA-A5-A2K5",-2.28443203663343,1.81106209057363,2.15376734758776,-1.64907945963256,-1.33807728341017,-2.25706761924588,-1.74391535503114,-2.08611186547783,1.68274636646948,-1.8393951431538,1.99292065402321,1.63701774588652,-1.37090794950706,-0.717113258250917,0.978635682367708
"TCGA-A5-A2K7",-0.602002120795677,0.41254540040054,0.701421938395364,-0.716776973174327,-0.542348351834838,-1.13794401933737,-0.579531354222,-0.837303802322492,0.87669378274034,-0.355747618251927,1.41685035417066,0.000758868453895915,-0.267297108620974,-0.655276178631357,0.18060192075656
"TCGA-A5-A3LO",0.805105522711522,-0.983846053820169,-0.815801321764782,0.24606328609602,0.553109964349943,0.181216842030181,0.916489054365557,0.402842186135868,-0.631368292691331,1.23106523523638,0.406460228880142,-1.22276440693732,0.77029742030248,-0.96463929707474,-0.946087906678596
"TCGA-A5-A3LP",0.662361511127113,-0.572408901828281,-0.580066071866779,0.0721605883939744,0.558020079211356,0.412971138796536,0.105612822354818,0.442316982726655,-0.0713708493621717,0.677080801820168,-0.252833162662255,-0.534282688489592,0.319690014911197,0.0175232929662019,-0.344390719954139
"TCGA-A5-A7WJ",0.829851855890643,-1.22987836121706,-1.32606341305518,-0.0575630073383393,-0.0558929121473489,0.488896600842825,0.867779731159212,0.961336111128709,-0.830989693255197,1.17843658873489,-0.267038153244756,-0.801881318044282,-0.271084423705964,-1.72563325120046,-1.30142117816063
"TCGA-A5-A7WK",0.473372994041141,-0.699180125696457,-0.582848035140136,-1.01181174805674,0.534061238979915,-0.274481853747962,-0.361804874944808,0.58141069164006,0.358497866864055,0.65177902324893,0.712222616330135,-0.762491492280896,0.480544421874508,-0.334789741674162,-1.25880247976402
"TCGA-A5-AB3J",1.05607986378554,-0.650908406563402,-0.872065201813238,-0.145419505493786,1.9926655062869,0.882793332605751,-0.226381695951253,1.26970834579827,-0.598644325034235,0.600804346998791,-0.543574081213273,-0.320551458277808,2.27859636827277,3.04486470834491,-0.90425272225149
"TCGA-AJ-A23N",1.28722368018004,-1.01203168871957,-0.965933162886295,-0.132096071092977,1.26204694274705,0.61037461326044,0.332639849458451,0.882098759387816,-0.183102650462834,1.12619192277884,-0.395002391176018,-1.1190123061512,1.56804568797202,0.282358854525127,-1.09023701461246
"TCGA-AJ-A2QM",0.746076191308958,-0.551508448913041,-0.925137938653663,0.292138877239905,-0.345316675314765,0.834051469176044,0.0712198550654271,0.581584928196542,-0.23768095110411,0.736776295793935,-0.538073447302525,-0.411008037765188,-0.0407214029965694,-0.943242827588473,-0.333516208112678
"TCGA-AJ-A2QO",-0.2885464949725,-0.0313553943402158,-0.040829583176383,-0.751490954758519,-0.176430902961381,-0.750643695474519,-0.509510976820801,-0.270843864229186,0.742021119746248,0.0765788514289719,0.895217851099463,0.094156414763259,-0.190073735170235,-0.689954857090347,-0.327004261122744
"TCGA-AJ-A3BD",-1.38387718953756,1.29427037521239,1.33159784768135,-1.20386187416676,-0.281652914971909,-1.39152739498823,-1.39645374721439,-1.33535687058738,1.55719104212724,-1.21168292331992,1.04416302839485,1.28245747040578,-0.75081299736286,0.192527401256509,0.574597838930402
