"","RAV188","RAV832","RAV579","RAV1166","RAV220","RAV1302","RAV834","RAV1008","RAV324","RAV868","RAV1575","RAV61","RAV833","RAV172","RAV517"
"TCGA.3L.AA1B",0.477027411575535,0.201412348536336,-0.24192341775393,-0.246920397181617,0.373381682575306,-0.227824496516437,-1.17334895666289,0.636384078393312,-0.958806468307656,-0.481168378202071,0.455709496454686,-0.333174647712464,-0.447432144581193,-0.919497414456384,1.41442112950684
"TCGA.4N.A93T",-1.46726628876152,-0.0132216580704443,1.23706492117628,0.712425099881798,-0.649554585853578,0.0794747930797796,-0.39171907370887,-1.35258833414681,1.09422061622832,0.589066893651179,-1.37735170265763,1.55587322618775,1.25590707014322,-1.12879142474214,0.554558329033593
"TCGA.4T.AA8H",-1.93086053839193,-0.420879049140439,1.59108127690072,0.631639314097312,-1.45916660766483,-0.428299339558843,0.667596511034269,-1.69580702641583,1.30170056006716,0.411399212142396,-1.80472731451307,2.37085135954262,1.35797489949323,-0.35490852169503,1.17047639567281
"TCGA.5M.AAT4",-0.44944575038081,0.651017023265059,0.262298436412224,1.27854083263712,-1.06797945812107,-0.0714085839677964,-0.422722455111547,-1.07185236764181,0.922548701566623,0.828524341015766,-1.02335520288729,0.909700483746301,0.340490266937649,-0.681006082213844,-0.0652903450043011
"TCGA.5M.AAT6",1.81255789131188,1.24628174087544,-2.02929019337811,-0.627380943544346,0.304830328075591,-2.7685147088729,0.320622577539456,0.312695504990731,-1.33578018788202,-1.10963696948286,0.712190517371836,-0.0290677191487329,-1.4369138075528,0.78722334993799,-1.39598593697728
"TCGA.5M.AATE",-0.533567092578342,0.92734133486618,0.380707074732125,0.946652239070603,-0.995999201684867,-0.912587487696871,-1.12999268781889,-1.0066715160509,0.0988582982680706,-0.115418346066969,-1.32530093851148,1.50723606623627,-0.239439989534158,-0.425714941060497,0.771882986177941
"TCGA.A6.2671",-0.441485930827479,-2.63500469759199,1.55425838756378,-1.79177611374962,1.78067705432066,1.97747227250853,0.456894795139817,1.42670916099774,-0.717610880374213,-1.23073092367985,0.875302218321,-1.24581087872077,0.235679466006922,-1.73150419655367,1.74213963814541
"TCGA.A6.2675",0.823490204019298,-2.3197261582341,0.50987499176026,-2.21950569960372,1.96942114600306,0.0900850499956603,-0.384350357316644,2.019263798291,-2.12653566607831,-2.59132537711868,1.07769014732231,-0.984663083278138,-1.50577064824278,-2.56248842540741,2.7445384196747
"TCGA.A6.2675.1",0.410672947944495,-0.295263214074479,-0.287180914560666,-0.701323477343708,0.757356495777889,-0.263693977541736,-0.496245941817621,0.920381353080797,-0.67813101008989,-0.950448237148691,0.841039695296682,-0.53285591589775,-0.83852493163983,0.350790365741255,0.559448647985282
"TCGA.A6.2678",-0.34950894761652,-2.77508426005174,1.47505289172702,-2.04156525615176,1.87001321138744,1.95383180030387,0.305450320768473,1.49521741051846,-1.06603641255052,-1.12105048785774,1.21275761438121,-1.46368362675763,0.235366319808141,-1.45422536562822,1.8541637978811
"TCGA.A6.2679",-0.319296703319666,-2.25389182124132,0.81752394265255,-1.8667977345581,1.63717760449095,0.997804309834856,1.14800285448634,1.08340196660631,-0.768009075530241,-1.24731052259876,1.02989415343321,-1.15586263598139,0.533104139845132,0.205529387789862,0.429125023441252
"TCGA.A6.2680",-0.461256195433276,-2.08375512370571,2.05002387437007,-2.11131818020707,2.05219558845655,3.9982599979005,0.0794852649762356,1.46589509254109,-1.25380649982002,-1.32140623223289,0.904746066345041,-1.26951566931655,-0.0261888523069958,-2.03853855829163,2.69332067311846
"TCGA.A6.2682",-0.881612487004555,-2.44474640252862,1.40893530250174,-1.61903738978028,1.25808294173676,1.71835348311005,1.08835376504597,0.764355120522104,-0.261195149628006,-0.492112937338539,0.810020623642972,-1.02586566230149,1.12079397082802,-0.053131779430464,0.63144191547308
"TCGA.A6.2682.1",0.597676544680809,0.620786495984035,-0.528721095857085,-0.0954684445694387,0.188914419851933,-0.195264770040626,-0.473724359257882,0.512956125883028,-0.310327972703654,0.012711435223802,0.403268665816451,-0.318298320346278,-0.319359308305174,-0.071776048077379,0.101837534695669
"TCGA.A6.2683",-0.865168133237924,-2.5219718307309,1.62285078591418,-1.61931091517458,1.27064414855516,2.33404732113413,0.76436631962955,0.980032421551169,-0.374682642997199,-0.437913548670685,0.829738932341566,-1.17689935368791,1.05924873748258,-0.543664424331152,1.0488555782321
"TCGA.A6.2684",-1.5376289345057,-2.52401730096554,2.13874690728178,-1.52187773622714,1.12316252123256,1.91506304911736,1.14188524652889,0.31008046119526,0.100236043608733,-0.503806278368229,0.226729485989111,-0.343186077738711,1.40471742645808,-0.274581693400369,0.755885947368065
"TCGA.A6.2684.1",1.13717303812793,0.487107698841279,-1.13761316617397,-0.256562739246982,0.714916288474515,-0.700300018564958,-0.956495479545277,0.68646940921096,-0.640548415582515,-0.683769871588912,0.92315615076456,-0.896868684309585,-0.961836302612734,-0.051257513793622,-0.349764874222508
"TCGA.A6.2685",-0.773451087840462,-2.70928630256268,1.54277011661802,-1.48623201508585,1.11585448274779,2.07371840809406,1.05619844768221,0.982375301440948,-0.231277113314864,-0.465250258376883,0.731137065130051,-1.10967869943153,0.973408986551437,-0.527002086953579,1.05078961076553
"TCGA.A6.2685.1",1.33345820168308,-0.331849179136802,-0.886264133312689,-1.10897499478239,1.66861353664968,-0.132235807542275,-0.768532378271036,1.6430906004798,-1.26233164257411,-1.41281283236219,1.56664077887875,-1.60103613274893,-1.21833303863039,-0.882197258104501,0.634219025081454
